박한별 남편 실명공개 유인석 경찰총장과 직접적 관계 확인,이혼을 하더라도 박한별 직업은 연예인이고 먹고살아야하는데 방송에도 나오지말라하는건 너무한일아닌가요. 본인들 인생아니라고..,none,none,박한별 남편 실명 공개,박한별은 이혼 후에도 연예인으로 생계를 꾸려야 하는데 방송에 나오지 말라는 것은 너무 무리한 것 아닌가? 자신들의 삶이라고...
BTS 뷔 폭풍 친화력 어디까지 이순재부터 할리우드 배우까지 다양,친화력보단 급식시절에 찐따취급당해서 어떻게든 인맥쌓고 싶어하는거 같은데 그게 습관돼서,others,hate,방탄소년단 뷔의 폭풍우 궁합은 이순재부터 헐리우드 배우까지 다양하다.,친해지기 보다는 점심시간에 바보 취급을 당해서 어떻게든 인맥을 쌓고 싶다는 생각이 드는데 그게 버릇이에요.
미우새 김종국 홍진영 수영장 데이트에 최고 시청률 20 7,유명인은 결혼 하다가 이혼하면 재상 반띵 해줘야 하는뎅..그냥 혼자 살면서 20대초 모델이나 레이싱걸들 따먹으면서 사는게 훨 낫지..,gender,hate,"미우새 김종국-홍진영, 수영장 데이트 207회 최고시청률 보유",연예인들은 결혼도 하고 이혼도 하고 그렇게 해야 한다.
저 아니에요 최은경 신종 코로나 확진자 루머 직접 해명,몰랏쪄요 관심읍서서^^,none,none,내가 아니야. 최은경이 신종 코로나바이러스 감염증(코로나19) 관련 루머에 대해 설명하고 있다.,몰라요 관심가져요^^
복면가왕 이미쉘 이현경 나영 주병진 반전 존재감,성질드러운깜둥이년나왓네 이년이 성격만좋앗으면 제1의 한현민이엇을건데,gender,hate,복면가왕 미셸 이현경 나영 주병진 반전 존재감,이녀석이 성격이 좋았다면 1위 한현민이었을 것이다.
연예가중계 이지혜 현재 임신중 최초 공개,명수형 라디오에서 공개하시지...ㅜㅜ,none,none,방송인 이지혜가 첫 임신을 했다.,명수 형이 라디오에서 폭로...ㅜㅜ
한 방송 겸업 서동주 미 변호사 계속 할 것 얼마나 고생했는데,얘는 먼데 방송한다고 난리??? 고쳐도 서세원이야,none,hate,방송인을 겸업한 미국 변호사 서동주. 얼마나 열심히 일했습니까?,멀리 떨어져서 방송 소란??? 고쳐도 서세원이다
아시아의 호랑이 류준열 권혁수 아시안게임 축구 金에 감격,아니 돈도 많을텐데 온라인에서 말고 직접 가서 응원좀 하던지...난 정말 경비만 있었음 가서 일정대로 따라 다니며 응원하고 싶던데....,none,none,아시안 타이거 류준열,"아니, 돈이 많았을 텐데, 온라인 말고 직접 가서 응원을 했어야 했는데.. 정말 경비밖에 없었다."
20억은 와전 마이크로닷 큰아버지도 보증빚 공소시효 남았다.,당시 신재호 나이 5살이었는데 5살짜리가 사기혐의에 적극적으로 개입한거 아니면 법적으로 마닷이 책임질 일은 없다 . ㅎ,none,none,마이크로닷의 삼촌인 20억은 여전히 보증부채 공소시효다.,"당시 신재호는 5세였으며, 5세가 사기 의혹에 적극적으로 개입하지 않는 한 마다트는 법적 책임을 지지 않는다. 집"
공복자들 이수진 치과의사 51세 큰딸 18세 믿기힘든 동안미모,쓰레기 뉴스임.,none,hate,단식하는 사람들 이수진 치과의사 51세 큰딸 18세 믿기지 않는 미모,쓰레기 뉴스.
할리우드 1세대 오순택 별세 편히 잠드소서 추모 물결,삼가 고인의 명복을 빕니다.,none,none,"할리우드 1세대 오순택 별세, 조의의 물결",고인의 명복을 빕니다.
주진모 향한 조롱 위기 극복 할까,장제원 아들 가릴려고 별짓 다한다 ㅋㅋㅋㅋㅋ,none,none,과연 주진모의 조롱 위기를 극복할 수 있을까?,장제원 아들 은폐하려고 별짓을 다하고 있어요 ㅋㅋㅋㅋ
강한나 오혜원 연극 관람 태도 논란 릴레이 사과 매너 숙지하고 반성,강한나는 좋은기사 올라온게 거의 없네..,none,none,"강한나 오혜원의 연극에 대한 태도, 릴레이 사과, 매너, 반성",강한나에 대한 좋은 기사는 거의 없습니다.
연락두절 오달수 미국행 조근현 성추문 언제쯤 입 열까,오달수 조재현은 인기 많으니까 좀 봐주자~ 달수형님 안나오는 영화 재미없다~,others,none,미국으로 오달수와 연락이 끊긴 조근현의 성추문에 내가 언제 입을 열까?,오달수와 조재현은 인기가 많으니 한 번 볼까요~달수 형 없는 영화는 재미가 없어요~
미우새 배기성 12세 연하 아내 세계 음식 대접 금손 자랑,여자는 얼굴보다 요리실력. 근데 얼굴도 이쁘심.,gender,none,"미우새 배성성 12세 연하 아내, 세계음식 자랑",여자는 얼굴보다 요리실력이 더 뛰어나다. 하지만 당신은 예쁜 얼굴을 가지고 있습니다.
디스패치 측 장나라 김남길 결혼 기사 보도NO 조작된 것,뭔;; 김남길 김아중하고 사귐,none,none,장나라 김남길 결혼 소식에 디스패치 보도 조작,뭐라고 요; 김남길과 김아중이 열애 중이다.
2번 폭로 2번 사과 의료사고 한예슬의 고통 vs차병원의 약속,본인 본업에나 충실하지죠 모델 한예슬씨.,none,none,"2차 폭로, 2차 사과, 의료사고 한예슬 고통 vs 차병원 약속",본업에만 충실합니다. 모델 한예슬.
너무 사랑하고 아낀다 비 김태희 둘째 임신까지 사랑꾼 부부,세븐걸린거 넌잘피해갓지. ㅋ다 그놈이그놈인데,gender,hate,너무 사랑하고 아끼는 비 김태희 둘째 임신까지 사랑했던 부부,당신은 7 잡히는 것을 피했습니다. 헐 저놈이구나
동상이몽2 추자현 우효광 아기 돌 결혼식 함께 눈물의 결혼식 예고,팬을 투명인간 취급하는데도 아직도 빨아대는 사람들이 있네 근본이 노예라 당해야 안심이 되는거냐? 아님 개돼지라 다 잊은거냐?,others,hate,동상이몽2 추자현 우효광 베이비스톤 웨딩 눈물 결혼 예고,팬들을 투명인간 취급하는데도 여전히 욕먹는 사람들이 있다. 아니면 돼지라서 다 잊은거야?
소속사서 퇴출 현아 이던 열애 인정이 불러온 후폭풍,칼같이 처리하는거 맘에드네 저런애들 달고다녀봐야 주변사람만 피곤하지,none,hate,소속사 현아·이던 퇴출 열애 인정으로 여파,칼처럼 다루는 방식이 좋아
조인성 5년 전만 해도 교만 행복 뭔지 깨달았다.,자세히 보면 미남은 아니다,none,none,"조인성 5년 전, 자부심과 행복이 무엇인지 깨달았다.",자세히 보면 미남이 아니다.
그것이 알고싶다 고김성재 편 방송 불가 명예훼손 우려,20년이 넘었다 부모는 속이 타고 억울하겠지만 이젠 묻어둬야지 그렇다면 억울하게 죽은 사람이 얼마나 많을까? 30년 지난 화성사건은 피해가족들은?그땐 가해자도 되었지만 시간이 지난 오늘은 피해자가 될수있다,none,hate,그것에 대해 알고 싶어요,20년이 넘는 시간이 흘렀으니 부모들은 속상하고 원망스럽겠지만 이제는 묻어야 한다. 그래서 얼마나 많은 사람들이 부당하게 죽었을까? 30년 전 화성 사건의 희생자는?
나혼자산다 LA여행 중 한혜진 전현무 비밀연애 포착,여자들은 왜 똥싸면서 스마트폰으로 페북을보나요?,gender,hate,"한혜진-전현무, 나 혼자 LA 살던 중 비밀 연애",여성들이 똥을 싸면서 스마트폰으로 페이스북을 보는 이유는?
태양 다시 만나요 청성부대 앞 배웅 팬들 운집,잘 다녀오는데. 아마 머리는 들어가면 다시 밀어야할 거다..,none,hate,또 만나요 태양 팬들이 청성 앞에서 배웅하기 위해 모인다,잘 지내고 있어요. 아마 머리를 뒤로 밀어야 할 것입니다.
폭행 상처 동영상 구하라 진흙탕 싸움 조짐,남자가 얼마나 속상했으면 저럴까... 같은 잘생기고 멋진 남자로서 이해한다,gender,none,"폭행상처 영상 구하라, 진흙탕 싸움 흔적 보여",남자라면 얼마나 속상할까... 잘생기고 멋진 남자로서 이해합니다.
오달수 다 내 잘못 A씨 엄지영 변명 같지만 사과받아,계집이란 어차피 사내의 손을 타게되는것을.. 그리고 사내로 태어나서 계집질도 하는거지. 계집년 한두명때문에 대한민국 영화계 거물하나가 또 사라지는구나!,gender,hate,오달수는 다 내 잘못이다 A엄지영씨 변명은 똑같지만 사과를 받는다,암캐가 된다는 것은 어쨌든 남자의 손을 잡는 것을 의미합니다... 그리고 남자로 태어난 것도 암캐입니다. 암캐 한두마리 때문에 또 다른 한국영화 거물이 사라진다!
양세종 측 필로폰 투약 배우 양씨 아냐 현재 드라마 촬영 중,양배추 아닌가,none,none,"양세종의 측이 필로폰을 만났고, 배우 양세종은 현재 드라마 촬영 중이다.",양배추 아님?
고설리 부재 하에 지속 어려워 악플의밤 측이 폐지를 결정한 이유,설리 ㅉㅉㅉ,none,hate,악성댓글의 밤이 고설리 없이 진행하기 어려워 폐지를 결정한 이유,설리
박유천 추정 SNS 박유천 맞았다 출소 4일만 개설 팔로잉은 박유환 뿐,어차피 별로 반성하고싶은맘 없는듯..며칠전에도 팬들이 선물보내줬다고 잔뜩쌓아놓고 인증하던데 ㅋㅋㅋ저놈은그냥 구제불능,none,hate,"박유천 추정 SNS 박유천 구타, 공개 4일 만에 공개, 박유환만 팔로우",그나저나 반성하기 싫은거같은데..몇일전 팬분들이 선물보내주신거 증명하기위해 이것저것 많이 쌓았는데 하하하 그놈은 그냥 구할수가없네
하나뿐인 내편 유이 vs 윤진이 맞붙었다 32 6 로 자체 최고,윤진이 머리길면. 완전 짱인데,none,none,"하나뿐인 내 편 유이vs윤진, 32 6으로 최선을 다했다",윤진은 머리가 길다. 완전 멋져
이용진 향한 자이언트 핑크의 공개고백 팬심인 걸로,나라면 자핑이랑 사귐,none,none,"자이언트핑크, 이용진에게 팬 공개 고백",저라면 Zapping과 함께 갔을 것입니다.
일억개의 별 서인국 정소민 처음부터 마지막까지 함께였다.,이럴줄알았다 드라마시작되기전에는 그렇게 군대얘기하더니 끝날때되니까 호평밖에없네정상적으로 군대가는남자들만 바보만드네이게 개돼지와 다를게뭐냐,none,hate,일억개의 별 서인국과 정소민이 처음부터 끝까지 함께했다.,이럴 줄 알았더니 드라마가 시작되기 전부터 군대 얘기를 하다가 끝나고 나면 좋은 평만 나온다. 보통 군대에 가는 남자들만이 바보가 된다.
대본 찢어온 김혜자 이병헌 이민정 감사 눈부신 말말말,정우성 대박 너무 너무 행복했어요,none,none,대본 찢은 김혜자 이병헌 이민정 감사합니다 눈부신 말,정우성은 너무 행복했다
산이 SBS 뉴스에 경고 마녀사냥 적당히 해 법적대응할 것,네생각이 맞고 사람들에게 네이론을 주장하고 사회도 바꾸고 싶고...입으로 바꿀려고 하지말고 차라리봉사활동이나 하지 그러니?시간도 많은거 같은데 그게더 설득력있어보여,none,hate,"산씨, SBS 뉴스 마녀사냥 중재와 법적 대응 경고","네 말이 맞아, 난 나론을 사람들에게 주장하고 사회를 바꾸고 싶어... 큰 소리로 바꾸려고 하지 말고 차라리 봉사활동을 하지?"
이던 계약해지 43kg 체중 현아의 모든 것이 핫이슈,여자들은 반성해라 60넘는 돼지들이여,gender,hate,이던 전속 해지 43kg 체중 현아의 모든 것이 화제다.,"숙녀 여러분, 반성하십시오. 60이 넘은 돼지들."
현아 이던 열애공개 독됐나 트리플H 스케줄 전면취소,"남들과 다른 통장들고, 사생활은 평범하고 싶다....연예인으로 살겠다고 마음먹고 연습생 시작한 그순간부터 평범한 삶은 포기해야겠다는 생각 못해봤나요?",none,none,"현아·이던 열애 중독, 트리플H 일정 취소",다른 통장 갖고 평범한 사생활을 하고 싶은데.... 연예인으로 살기로 결심하고 연습생 생활을 시작했을 때부터 평범한 삶을 포기해야 한다는 생각은 안 해보셨나요?
전참시 첫 MT 이영자 맛집에 환호 논란 강현석은 통편집,강현석이 잘못했지만 친구도 잘한거 하나없다,none,none,전쟁 중 처음으로 이영자 식당에서 환호 논란,강현석은 잘못했지만 그 친구도 착한 일을 하지 않았다.
신과함께2 이정재 염라언니 내가 이런 역할까지 하다니,니 아부지가 염라언니였어 ㅍㅎㅎ,none,none,'신2' 이정재 염라언니와 함께라면 이런 역할도 할 수 있다.,네 시아버지는 염라언니였다.
사실무근 SKY캐슬 측 위올라이 표절설 부인 여전히 핫,비슷하긴 한데 너무 재밌어서 그건 관심도 없다 ㅋ 언능 토요일이여 오라!!,none,none,"근거 없는 SKY캐슬 측 ""위올라이 표절 논란, 여전히 뜨겁다"" 부인",비슷하긴 한데 너무 재밌어서 그런건 관심이 없어요.
조우종 프리 4년만에 친정 KBS 복귀 FM대행진 새DJ 됐다.,fm대행진은 kbs아나운서들만 하는줄알았는데..,none,none,조우종 자유 4년 만에 부모님의 KBS로 돌아와 FM 극단의 신인 DJ가 됐다.,fm 행진은 kbs 아나운서만 하는 줄 알았는데...
알함브라궁전의 추억 현빈 말없이 그라나다 떠났다 박신혜 폭풍눈물,남친보다 재미없나 시쳥률이 7%대 주말편성까지 좋은데 얘네는 남친 머리채 안잡으면 안되던데 아직까지 결과는 남친이군,none,none,알함브라 궁전의 추억 현빈은 말없이 그라나다를 떠났다 박신혜 폭풍 눈물,내 남자친구보다 더 웃기지 않아? 7%라서 주말 편성에 좋습니다. 남자친구의 머리카락을 잡아서는 안되지만 결과는 여전히 남자친구다.
AOA 지민 앙상한 몸매 건강이상설 직접 해명 건강합니다.,"본인은 건강하다 하겠지~기초체력 테스트 한번 해볼까?근육량 미달에,저체중에,저혈압에,팔굽혀펴기 1개는 제대로 합니까?",others,hate,"AOA 지민의 늘씬한 몸매, 건강 이상 징후 직접 해명 건강하다.","나는 건강하다고 말하고 싶다. 기초 체력 테스트를 해볼까요? 근육량 부족, 저체중, 저혈압인데 팔굽혀펴기 1개 제대로 할 수 있나요?"
정글의법칙 조작의혹 강력 조치 이열음 보호 약속,김병만씨가 제일 불쌍하내요,none,none,정글 조작의 법칙 강력 의심,김병만이 제일 불쌍하다.
송지아 어느새 엄마 옷 자주 입는 숙녀 문득 잘 커준 네가 고마워,지아는 어린 아이일때도 차분하고 성숙하더니 가정사 시끄러웠어도 그대로 잘큰듯~ 엄마에겐 딸이 평생친구인데 얼마나 이쁠까^^~,none,none,"송지아 엄마 옷 자주 입는 아줌마, 갑자기 잘 자라줘서 고마워","지아는 어렸을때도 차분하고 어른스러웠고, 집안이 시끄러워도 덩달아 성장한 것 같아요~ 엄마에게 딸은 평생의 친구입니다."
주상욱 차예련 딸과 함께 행복한 가족사진 눈에서 꿀이 뚝뚝,차예련 정말 예쁘다고 생각했는데 미우새에 나온거보니까 머리스타일 문제인지; 드라마에서 봤던 내가 아는모습과 뭔가 묘하게 덜 이뻐보이는것 같던데,none,none,"주상욱 차예련 딸과 행복한 가족사진, 눈에서 꿀이 뚝뚝",차예련이 진짜 예쁘다고 생각했는데 미우버드에서 보고나서 헤어스타일 문제인가? 드라마에서 알던 얼굴보다 이상하게 덜 예뻤던 것 같다.
골목식당 신흥시장 변화 이끈 백종원의 진심,저는 원테이블 응원합니다.욕먹고 힘들어도 조언을 잘 받아들이고해내려는 모습이 아름다워요잘될겁니다. 화이팅!!,none,none,골목식당의 새로운 시장 변화를 주도한 백종원의 진심,저는 원테이블을 지지합니다. 힘들고 모욕적일 때도 조언을 받아들이고 하는 것이 아름답습니다. 괜찮을거야. 가자!!
안재현과 이혼 갈등 구혜선 반려견과 여유로운 일상 공개 다시 시작,안재현 댓글부대 쩐다ㅋㅋ역시 소속사가 있어야대하나같이 논리적인말은 없고 구혜선 또라이라고 같은말만 도배 해놨네 댓글부대들 분발해 너무티나~~~~~~,others,hate,"안재현과 이혼 갈등 구혜선과 반려견, 여유로운 일상이 다시 열린다.",안재현 댓글단 대박 ㅋㅋㅋㅋ 역시 논리적으로 소속사가 있어야 한다는 말은 구혜선 바보같은 말만 하는 그런거 없다.
박유천 마약 혐의 시인 추가자백 가족 보기 괴로워 풀려나고파,갑분싸 동정여론 뭐냐 ㅋㅋㅋㅋㅋㅋ 전국민을 기만한 놈인데 죽어도 싸지,others,hate,"박유천, 마약혐의 시인에게 고백, 가족들 보고, 석방으로 괴로워",공감이 가는 의견이 뭔데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
유병재 매니저 서로 말 안한지 2년 됐다 요즘 도티랑 일해 서먹,사이 안좋으면 안좋을 수도 있지 안 맞으면 다들 바뀌고 갈라서고 하는거 아님? 매니저 눈치봐야 돼? 일부러 갑질하는게 아니면 뭔 문제라고? 하고 왔는데 장난을 기사화?,none,hate,유병재 매니저는 2년 동안 서로 말을 하지 않았다.,우리가 어울리지 않으면 나쁠 수 있습니다. 안 어울리면 다 변하고 헤어지는 거 아니야? 매니저를 조심해야 할까요? 의도적인 것인가 아니면 무엇이 문제인가? 여기까지 왔는데 농담을 기사화하는 겁니까?
전현무 올해의 예능인상 더 겸손한 MBC 아들 될 것,한혜진은 상타며 전현무와 함께 하고 싶다던데 ?전현무는 언급없네?그나저나 KBS 대상은 김제동 맞나?,none,hate,전현무 올해의 연예인상: 더 겸손해지는 MBC 아들,"한혜진, 전현무와 함께하고 싶다고? 전현무에 대한 언급은 없나요?"
워너원 조작 멤버 1명 프듀 안PD 김CP 대담한 전 시즌 조작,뉴이스트때문에 모종의 거래가 있었던건 아닐까..ㄱㅈㅎ 없이 활동 못하니까.프듀 끝나고 ㄱㅈㅎ 예능 프로 많이 밀어준 느낌 받았는데 보상같은건 아닐지.,none,hate,워너원 조작원의 일원 프로듀서 안 PD 김 CP 과감한 사계절 조작,"뉴이스트 때문에 뭔가 딜이 있었나.. 뉴이스트 없이는 활동을 못해서.. '프로듀서'가 끝나고 나니 예능이 많이 밀린다는 느낌을 받았는데, 보상 같은 게 아닐까."
동백꽃 필 무렵 흥식이 아빠 까불이,이랬는데 범인 강하늘,none,none,동백꽃피면 흥식아빠는 카불,범인은 강하늘
이민호 측근 수지와 재결합 NO 다시 친구로 지내는중,수지는 참 애가 보는 눈이 참 없네 ㅋㅋ 뭐가 아쉽다고 이민호 같은 애랑 ㅋㅋ 에휴 니도 하~~~~~~~~아안참 멀었다 아직,none,none,이민호 측근 수지와의 재회,수지 진짜 애눈이 없네 ㅋㅋ 이민호 같은 애가 불쌍해 ㅋㅋ 에헤헤 너도 하아~~~~~~~~ 아아아아아아아아아아아아아아아아아아아아
FNC AOA 민아 탈퇴 지민 설현 유나 혜정 찬미 재계약,aoa가 걸그룹으로 가치고 있음? ㅋㅋㅋ요즘 아이돌은 20살만 넘어도 늙은거임 ㅋㅋㅋ 아이즈원 장원영 안유진 ITZY 유나같은애들 봐라 17살이니까 존나쩔지 ㅋㅋㅋ여자는 무조건 어린게 최고임,gender,hate,"FNC AOA 민아, 설현 유나 혜정 찬미 재계약",걸그룹으로 ao가 가치가 있나요? ㅎㅎ 요즘 아이돌은 20넘어도 늙는다. IZ*ONE 장원영 안유진 ITZY 유나 같은 사람 봐라 17살이라 미쳤네 ㅋㅋ 여자는 무조건 어리다.
팬심 마저 등 돌린 이태임의 자충수,예원이가 불쌍하다... 둘다잘못했는데 하나는 피해자인척 방송에나와해명하고 활동하고 하나는 활동자체를 못하고있다니,none,hate,팬들에게도 등을 돌린 이태임의 독선,예원에게 미안하다... 둘 다 잘못했는데 한 명은 피해자인 척 출연해 해명했고 한 명은 활동을 하지 않았다.
