주진모 향한 조롱 위기 극복 할까,주진모를 상대로 한 모의적 위기를 극복할 수 있을까요?,none,none
강한나 오혜원 연극 관람 태도 논란 릴레이 사과 매너 숙지하고 반성,"연극을 지켜보는 오혜원의 태도, 릴레이 사과 예절과 반성에 익숙한 강한나.",none,none
연락두절 오달수 미국행 조근현 성추문 언제쯤 입 열까,조근현이 미국으로 가는 길에 언제 조용히 있을까.,others,none
미우새 배기성 12세 연하 아내 세계 음식 대접 금손 자랑,세계 음식을 자랑하는 그의 아내 배기성(12)씨,gender,none
디스패치 측 장나라 김남길 결혼 기사 보도NO 조작된 것,김남길 장나라 디스패치의 결혼 기사 조작,none,none
2번 폭로 2번 사과 의료사고 한예슬의 고통 vs차병원의 약속,두 번째 노출에서 발생한 의료사고인 한예슬 차병원의 진통 대 약속,none,none
너무 사랑하고 아낀다 비 김태희 둘째 임신까지 사랑꾼 부부,비김태희의 두 번째 임신을 사랑하고 구한 부부,gender,hate
동상이몽2 추자현 우효광 아기 돌 결혼식 함께 눈물의 결혼식 예고,추자현 우효광 2동상의 돌 결혼식과 함께 눈물의 결혼 통보,others,hate
소속사서 퇴출 현아 이던 열애 인정이 불러온 후폭풍,소속사와 그녀의 이탈 사이의 로맨틱한 관계의 여파,none,hate
조인성 5년 전만 해도 교만 행복 뭔지 깨달았다.,5년 전 조인성은 오만의 행복이 무엇인지 깨달았다.,none,none
그것이 알고싶다 고김성재 편 방송 불가 명예훼손 우려,고김성재의 에피소드에 대한 명예훼손의 공포라는 것을 알고 싶다.,none,hate
나혼자산다 LA여행 중 한혜진 전현무 비밀연애 포착,한혜진 전현무가 LA 혼자 여행을 떠나 비밀 연애 사건을 발견했다.,gender,hate
태양 다시 만나요 청성부대 앞 배웅 팬들 운집,청성부대 앞에서 팬 모임인 태양에서 다시 만나요,none,hate
폭행 상처 동영상 구하라 진흙탕 싸움 조짐,폭행 동영상을 살리기 위해 진흙투쟁 조짐,gender,none
오달수 다 내 잘못 A씨 엄지영 변명 같지만 사과받아,오달수가 A씨를 핑계로 삼는 것 같지만 죄송합니다.,gender,hate
양세종 측 필로폰 투약 배우 양씨 아냐 현재 드라마 촬영 중,양세종은 필로폰 배우가 아니다. 지금 드라마 촬영 중이야,none,none
고설리 부재 하에 지속 어려워 악플의밤 측이 폐지를 결정한 이유,악당의 밤이 폐지를 결정한 이유는 고설리 없이는 계속되기 어려웠기 때문이다.,none,hate
박유천 추정 SNS 박유천 맞았다 출소 4일만 개설 팔로잉은 박유환 뿐,"박유천이 SNS 박유천에게 맞은 것으로 추정됐고, 나흘 동안 문을 연 것은 박유환이 유일하다.",none,hate
하나뿐인 내편 유이 vs 윤진이 맞붙었다 32 6 로 자체 최고,내 편에 있는 유일한 이의 대 윤진이 스스로 가장 좋은 326을 맞이했다.,none,none
이용진 향한 자이언트 핑크의 공개고백 팬심인 걸로,이용진을 위한 자이언츠 핑크의 공개 고백 팬이다.,none,none
일억개의 별 서인국 정소민 처음부터 마지막까지 함께였다.,초반부터 1억 스타 서인국 정소민이 끝까지 모습을 드러냈다.,none,hate
대본 찢어온 김혜자 이병헌 이민정 감사 눈부신 말말말,"대본을 찢은 김혜자, 이병헌, 이민정을 향한 화려한 연설",none,none
산이 SBS 뉴스에 경고 마녀사냥 적당히 해 법적대응할 것,산씨가 SBS 뉴스에 경고 마녀사냥으로 법적 대응을 한 것이다.,none,hate
이던 계약해지 43kg 체중 현아의 모든 것이 핫이슈,현아의 체중 43㎏ 계약 해지가 모두 뜨거운 문제다.,gender,hate
현아 이던 열애공개 독됐나 트리플H 스케줄 전면취소,3중 H 일정의 완전 취소,none,none
전참시 첫 MT 이영자 맛집에 환호 논란 강현석은 통편집,전시회 첫 MT 이영자 레스토랑을 응원하고 있는 강현석은 편집장 시인이다.,none,none
신과함께2 이정재 염라언니 내가 이런 역할까지 하다니,"하나님과 함께 이정재, 염라, 이 역을 맡습니다.",none,none
사실무근 SKY캐슬 측 위올라이 표절설 부인 여전히 핫,SKY 캐슬의 실생활 표절이 여전히 뜨겁다.,none,none
조우종 프리 4년만에 친정 KBS 복귀 FM대행진 새DJ 됐다.,조우종이 4년 만에 홈 KBS로 돌아와 새로운 DJ가 됐다.,none,none
알함브라궁전의 추억 현빈 말없이 그라나다 떠났다 박신혜 폭풍눈물,현빈은 알함브라스 궁전을 기억하며 아무 말도 하지 않고 떠났다. 박신혜의 폭풍우의 눈물,none,none
AOA 지민 앙상한 몸매 건강이상설 직접 해명 건강합니다.,나는 AOA 지민의 강한 몸 건강 이상에 대해 스스로 설명하는 것이 건강하다.,others,hate
정글의법칙 조작의혹 강력 조치 이열음 보호 약속,정글법 조작 의혹의 힘을 보호하겠다는 약속,none,none
송지아 어느새 엄마 옷 자주 입는 숙녀 문득 잘 커준 네가 고마워,"당신 덕분에 송지아, 엄마 옷을 입은 여자와 함께 잘 자랐다.",none,none
주상욱 차예련 딸과 함께 행복한 가족사진 눈에서 꿀이 뚝뚝,주상욱의 딸 차예련과 함께 행복한 가족사진을 보는 눈빛에는 꿀이 날카로웠다.,none,none
골목식당 신흥시장 변화 이끈 백종원의 진심,백종원의 진정성이 골목식당 신흥시장의 변화를 이끌었다.,none,none
안재현과 이혼 갈등 구혜선 반려견과 여유로운 일상 공개 다시 시작,이혼 갈등을 빚고 있는 안재현과 구혜선의 편안한 일상 공개,others,hate
박유천 마약 혐의 시인 추가자백 가족 보기 괴로워 풀려나고파,박유천의 마약 혐의가 풀리고 있는 것은 추가 고백 가족을 보기 힘들기 때문이다.,others,hate
유병재 매니저 서로 말 안한지 2년 됐다 요즘 도티랑 일해 서먹,유병재 감독이 서로 이야기를 나누지 않은 지 2년이 지났다. 요즘 도디와 함께 일하는 것에 지쳤다,none,hate
전현무 올해의 예능인상 더 겸손한 MBC 아들 될 것,전현무가 올해 더 겸손한 MBC 아들이 될 것이다.,none,hate
워너원 조작 멤버 1명 프듀 안PD 김CP 대담한 전 시즌 조작,워너원의 조작에 대한 김 PD의 과감한 전 시즌 조작,none,hate
동백꽃 필 무렵 흥식이 아빠 까불이,동백꽃 당시 아버지의 여자친구,none,none
이민호 측근 수지와 재결합 NO 다시 친구로 지내는중,이민호의 측근인 수지와 다시 친구로 돌아갈 예정이다.,none,none
FNC AOA 민아 탈퇴 지민 설현 유나 혜정 찬미 재계약,FNC AOA 민아를 떠난 유나혜정 찬미 설현이 재계약했다.,gender,hate
팬심 마저 등 돌린 이태임의 자충수,팬들조차 등을 돌린 이태임의 자족,none,hate
안녕하세요 95kg 52kg 독한 다이어트로 43kg 감량한 언니,안녕하세요 95㎏의 다이어트가 강한 93㎏의 여동생,gender,hate
씨잼 대마초 흡연 사실 시인 동료 래퍼 프로듀서도 검거,시인의 동료 래퍼 프로듀서도 마리잼을 흡연한 혐의로 구속됐다.,none,none
오윤아 아들 발달장애 죄스러운 마음으로 살고 있다.,오윤아의 아들은 발달장애에 대한 유죄의 마음으로 살고 있다.,others,none
나혼자산다 박정민 기안84 팬 새 웹툰은 못 봐 폭소,혼자 사는데 박정민 기안84 팬들의 새로운 웹툰이 보이지 않는다.,none,none
의연하자 이상민 사기 혐의 피소에 동료 연예인들이 보인 반응,그가 의심하는 대로 동료 연예인들은 사기 의혹에 대해 대응했다.,none,none
성추문 아내 폭행설 또 논란 김흥국의 아쉬운 행보,김흥국이 아내에 대한 성추행 의혹에 대해 유감스러운 행보를 보였다.,none,hate
서경덕 교수 BTS 방송취소 일 최악 자충수 많이 쫄았구나 직격탄,서경덕 교수가 방탄소년단 방송을 취소한 것은 자기보수의 최악이었다. 직접 총알,gender,hate
9일만 100여명 아이스버킷 션이 쏘아올린 작은 기적,아이스버킷 션이 9일 만에 100개 이상 쏘는 작은 기적,none,hate
마약 투약 혐의 차주혁 구속영장 발부,마약 혐의로 차주혁에 대한 구속영장,others,hate
김정현 건강 문제로 시간 하차 확정 치료 회복 전념,김정현의 건강 문제는 때때로 회복하려는 의도다.,none,hate
소이현 인교진 딸 하은과 등산 신난다.,"소이현, 인교진의 딸 하은, 등산 등이 흥미진진하다.",none,none
현아 이던 싸이와 계약 태국여행 중 리얼 커플의 욜로 일상,현아 이돈 싸이와 함께 태국으로 계약 여행을 떠나는 진짜 커플의 요로 일상,none,hate
안재현 구혜선 측 여러 문제로 결혼 생활 유지 불가 상의 끝 이혼 결정,안재현 구혜선이 잇따른 문제 끝에 이혼 결정을 내렸다.,none,none
결혼식 대신 연주회 하림 영화 같은 결혼 발표 쏟아지는 응원,결혼식 대신 콘서트에서 하림 같은 결혼 발표의 응원,none,none
친자 확인완료 SKY캐슬 염정아VS김보라 전쟁 시작,SKY 캐슬 염정아 VS 김보라와의 전쟁 시작,none,none
최율 조재현 성추행 의혹 폭로 소속사 상황 파악 중,최율의 성추행 의혹에 대한 소속사의 조사,none,hate
알함브라 궁전 민진웅 시신발견 사이버 좀비 부활 현빈 눈물,민진웅이 부활한 사이버 좀비의 현빈 눈물,none,none
양준혁 성스캔들 의혹 숨겨진 본성 폭로글 일파만파,양준혁의 성추문 의혹에 대한 본격적인 폭로,gender,hate
SKY캐슬 조미녀 케이 남 아닌 녀 캐릭터 위해 18kg 증량,SKY 캐슬의 조부모가 아닌 여성 캐릭터의 경우 18㎏이 늘었다.,gender,hate
토니안 어머니 박은혜에 강단 있어 이혼한 것 며느리 삼고 싶다.,토니안의 어머니 박은혜에게 강하기 때문에 이혼한 딸이 되고 싶다.,none,none
전참시 라미란X매니저 비즈니스 자매 이승윤 복면가왕 도전 대성공,라미란X 감독의 비즈니스 여동생 마스크 가수의 왕 이승윤의 큰 성공을 거뒀다.,none,none
하나뿐인 내편 윤진이 유이 아버지 내 아버지를 죽인 사람,유일한 남편 윤진이 아버지 유의를 죽였다.,none,none
스티븐 호킹 별세 미드 빅뱅이론 추모한 이유,스티븐 호킹의 사망 중간 빅뱅 이론,others,hate
원래 이렇게 예뻤나 박나래 사진발로 설명 안 되는 꽃미모,박나래의 사진 영상이 원래 그렇게 예뻤는지 설명하지 않았던 꽃미인,others,hate
박유천 마약 혐의 시인 추가자백 가족 보기 괴로워 풀려나고파,박유천의 마약 혐의가 풀리고 있는 것은 추가 고백 가족을 보기 힘들기 때문이다.,gender,hate
사랑한 죄 밖에 없어 데이트 폭력 하나경 30분 만에 입장 번복,데이트 폭력의 약 30분 만에 반전되는 것은 내가 사랑한 유일한 범죄이기 때문이다,gender,hate
하정우 프로포폴 불법투약 아니었나 채널A 병원장 문자 공개,채널A병원 하정우 원장이 불법 투약된 것은 아닐 수 있다.,none,none
모도 정신적 충격 구혜선 안재현 뒷담화 주취상태서 여성들과 긴밀 연락 주장,"모토 정신적 충격, 구혜선, 안재현 등이 여성들과 긴밀한 접촉을 주장하며 대화의 영향을 받고 있다.",gender,hate
고 최진실 딸 준희 이소라와 다정한 만남 훈훈,고(故) 최진실의 딸 준희 이소라와의 친근한 만남,others,hate
전세계 600만 동시 시청 방탄소년단 지민 역시 클래스가 달라 생방송 글로벌 핫반응,시청 방탄소년단 지민 역시 전 세계적으로 수업이 다르며 생중계에 대한 글로벌 뜨거운 반응이다.,none,none
유병재 논란 나의아저씨 4 시청자들도 사과할까요,유병재 논란에 대해 네 시청자가 사과할까요?,none,none
신동미 악성종양 고백 응원에 두렵고 떨렸다 정성 가득한 말에 힘 얻어,신동미의 악성 종양 고백은 겁먹고 떨리며 본격적인 말로 힘을 얻었다.,none,none
해외상습도박 슈 집유 2년 늪에서 벗어나 너무 죄송,해외 도박에서 2년 동안 늪에서 빠져나와서 정말 죄송합니다,none,hate
들통날까봐 조마조마 승리 정준영 최종훈 윤 총경 알고 있었다.,"서둘러 알아보고 있던 정준영, 최종훈, 윤 교육감이 알고 있었다.",others,hate
세븐 이다해 얼굴만한 와인잔 들고 상하이 분위기 만끽 날이 갈수록 예뻐져,7살 같은 와인 한 잔으로 더 예뻐지고 있다.,others,hate
B A P 출신 대현 해체 후 무너졌던 시간 한 단계 성장했죠,대현을 BAP에서 해체한 뒤 무너진 상황에서 한 발짝 성장했다.,others,none
도끼 마이크로닷과 엮지 말라 어머니는 사기친 적 없다.,독기 마이크로닷을 바보 취급하지 마세요. 그래서 엄마는 절대로 속은 적이 없습니다.,others,hate
뉴스룸 김남주 타고난 연기자 아냐 악녀스런 고혜란 표현 고민,뉴스룸 김남주에서 태어난 악당 배우 고혜란의 생각이 들었다.,none,hate
신과함께 천만까지 25만명 한영화 16번째 천만 클럽,"하나님과 함께하는 제16회 1,000만 한국 영화 클럽",none,hate
고 김재근 4월 교통사고로 사망 아내 따라 하늘로,고(故) 김재근씨 부인이 지난 4월 교통사고로 숨졌다.,none,none
톱모델의 위엄 한혜진 비현실적 비키니 몸매,상위 모델 한혜진의 비현실적인 비키니 몸매의 품위,gender,hate
나 혼자 열애중 데이지 안타깝게 만든 송윤형의 열애설 부인,혼자 데이트하면서 슬퍼하게 만든 송윤형의 로맨틱한 아내,gender,hate
YG보석함 이미담 숙소 무단이탈 초유의 사태 우울하고 지친다.,YG 유대인 이미담이 주거지에서 무단 출국한 것은 우울하고 지쳐 있다.,others,hate
송유빈 김소희 추정 키스 사진 열애설 일파만파 소속사 묵묵부답,송유빈 김소희가 입맞춤 소속사와의 연애 의혹을 받고 있다.,others,hate
살림남2 쿨 유리X김성수 딸 혜빈 팽현숙도 감동한 이모와 조카,두 번째 쿨에 살고 있는 김성수의 딸 혜빈과 펭현숙도 이모와 조카에게 감동을 받고 있다.,none,none
채시라 좋은 엄마 되려 애써 딸 아들 공개는 안 할 것,좋은 어머니가 되려는 채시는 딸의 아들을 공개하지 않는다.,none,none
그알 뉴이스트 관련 플레디스에 사과문 발표한다.,그랄 뉴 이스트와 관련된 플레이디스에 대한 사과문을 발표한다.,none,none
나 혼자 산다 두 여자의 겨울나기 힐링과 재미,혼자 사는 두 여자의 힐링과 재미,none,none
신혜선 아이스버킷챌린지 동참 서은수 오의식 강태오 지목,"신혜선 아이스버킷 챌린지 멤버 서은수, 오의식 강태오",none,none
황후의 품격 장나라 황실 무너뜨렸다 최진혁 신성록 죽음,황후의 품위가 왕실을 파괴했다 최진혁의 죽음,none,none
구혜선 안재현 저격글 삭제 신작 예약 판매 홍보 안주가 돌아오길,구혜선의 신규 예약판매 홍보 간식이 돌아온다.,none,none
너노들 연우진 김세정 달콤한 키스 김시후 죽음의 진실은,배우들의 달콤한 키스인 김시후의 죽음의 진실,others,hate
김민서 오늘 결혼 미국서 신혼 생활 시작,오늘 미국에서 열리는 김민서의 결혼식,none,none
송가인 행사비 껑충 축제 관계자 너무 비싸,송가인 행사에는 너무 비싸다.,gender,hate
톱스타 유백이 김지석 전소민과 심쿵 첫 키스 프레임 안에 머물게 해주는 것,톱스타 유백이 김지석의 첫 키스 프레임에 전소민과 함께 머물고 있다.,none,none
아내의맛 정준호 이하정 정준호 똑 닮은 예쁜 둘째 딸 출산,아내의 취향인 정준호 이하정 씨가 예쁜 둘째 딸을 낳았다.,none,none
골목식당 신흥시장 변화 이끈 백종원의 진심,백종원의 진정성이 골목식당 신흥시장의 변화를 이끌었다.,others,hate
검찰 고신해철 집도의에 징역 2년 구형 적절한 형사처벌 돼야,고신철 검사의 집행 혐의로 징역 2년을 선고받아야 한다.,none,none
이국주 다이어트 후 근황 한결 날씬해진 몸매 라인,이국주 다이어트에 이어 날씬하게 성장하는 바디라인,none,none
남편 고등학생 때 임신 홍영기 동치미 출연 예고만으로 화제,남편 고등학교 임신 학생 홍영기가 화제를 모았다.,gender,hate
로맨스는 별책부록 이종석 이나영에 키스 했다.,로맨스는 이종석 이나영에게 별도의 책으로 키스했다.,none,hate
신지수 난 이제 양손잡이 먹고 살겠다고 분유 먹이면서 밥 먹어서 미안 봄,"신지수, 두 손으로 살기 위해 우유를 먹으면서 죄송합니다.",gender,hate
열애설 태도논란 비투비 이창섭 정재은 팔짱영상 후폭풍,비투비 이창섭과 정재은의 무기 영상의 여파,others,hate
세븐 이다해 19년 동안 행복을 준 앵두 사랑해,나는 7년간의 행복을 주었던 앤디를 사랑한다,none,none
정준영 잠자리에 미친사람 직접 본 것 강혁민 정준영 폭로 이유,강혁민 정준영이 폭로한 이유는 자신의 침대에서 미친 사람을 보았기 때문이다.,none,none
첫방 초콜릿 윤계상 하지원 병원서 재회 이별 운명적 이야기 시작,초콜릿 윤계상 하지원병원의 첫 회가 작별 인사를 시작했다.,others,hate
정겨운 김우림 몸짱 부부의 아찔한 수영복 자태 크 너무 좋다.,김우림과 아내의 귀여운 수영복을 보니 정말 좋다.,none,hate
김수민 아나운서 친구와의 설전 공개 얻을 것 없는 행동,김수민 아나운서의 친구에 대한 용납할 수 없는 조치,none,none
소유진 얼굴은 안보이고 음식만 백종원 아내답네,"나만의 얼굴이 보이지 않고, 백종원의 아내일 뿐이다.",none,none
나혼산 전현무 한혜진 끝인사 NO 담담한 표정으로 해투4 녹화 중,나홍산 전현무 한혜진이 차분한 표정으로 해투4를 녹음하고 있다.,none,hate
예쁜 누나 정해인 두 번의 감사인사 말로 표현이 안돼,예쁜 여동생에게 감사의 말 두 마디로 표현할 수 없다.,gender,hate
박명수의 분노 마스크 못 사는 게 말이 되냐 판매자들 국민 도와달라,박명수의 분노마스크를 사지 못하는 게 의미가 있는지 판매자에게 도움을 주시기 바랍니다.,none,none
차세찌 한채아 아름다운 한복 자태 혼인 잔칫날,아름다운 한복 결혼식 날,gender,hate
티아라 출신 소연 군살 무 탄탄 복근 자랑 나도 봄맞이,티아라 출신 소연의 군복을 자랑스럽게 생각한다.,others,hate
송중기 결혼반지 꼈다 난리난 중국,송중기의 결혼식 반지와 소란스러운 중국,gender,hate
연상연하 배우 부부 불화 속 진실공방 HB엔터 문보미 대표 강제소환 진흙탕 싸움중,배우 연상연과 부인을 상대로 진짜 공방을 벌이고 있는 문보미 HB엔터테인먼트 대표가 진흙탕 강제 소환을 위해 싸우고 있다.,none,none
혜리 인생작 예고 청일전자 미쓰리 공감대 높인 오피스물 탄생,혜리의 생활 작품 시사회를 위해 청일전자에 대한 공감대가 높은 사무실 건물의 탄생,none,none
조병규 나혼자산다 출연 확정 드라마 이어 예능까지 접수,"조병규, 혼자 살고 있는데 드라마가 끝난 뒤 예능까지 받고 있다.",none,hate
넌 내 모든 것 김비서 박서준 박민영 고통 뛰어넘은 사랑,당신은 모두 김서준 비서와 박민영을 사랑합니다.,none,hate
하차 교체 재촬영 윤태영 음주운전 에 애꿎은 백일 만 피해,윤태영의 음주운전으로 100일간의 피해가 발생했다.,none,none
이순재 고 신성일 너무 일찍 갔다 후배들에 좋은 교본될 것,고(故) 신성일 이순재가 후배들을 위한 좋은 교과서가 되기에는 너무 이르다.,none,hate
최종훈 집단 성폭행 의혹 동석했지만 성관계 NO,최종훈의 성폭행 의혹은 있지만 성관계는 없다.,gender,hate
나혼자 유노윤호 최강창민 치명적 매력에 입덕 군단 생성,윤호의 가장 강력한 창작자만의 치명적인 매력을 위해 독립군을 만들어낸 것,none,none
현아 이던 열애 그후 팬 위한 배려는 어디로,현아와의 관계 이후 팬들에 대한 배려는 어디 있지?,none,hate
2번 폭로 2번 사과 의료사고 한예슬의 고통 vs차병원의 약속,두 번째 노출에서 발생한 의료사고인 한예슬 차병원의 진통 대 약속,none,none
동상이몽2 최수종 하희라 왜 이제야 나오셨어요,이몽2 동상의 최수종 하희라가 이제 나왔다.,others,hate
김태욱 김건모 맞선녀가 우리 직원 저도 방송 보고 놀라,김태욱과 김건모가 우리 스태프들에게 깜짝 놀랐다.,gender,hate
태양 다시 만나요 청성부대 앞 배웅 팬들 운집,청성부대 앞에서 팬 모임인 태양에서 다시 만나요,gender,hate
슬기롭게 해결 성폭행 의혹 김건모 콘서트서 심경 고백 미우새 는 논의중,성폭행 의혹을 받는 김건모의 콘서트가 논의되고 있다.,gender,hate
서유리 성형 아냐 마음고생 다이어트야,서유리의 성형수술이 아니라 힘든 날 다이어트다.,none,hate
배우 황찬호 26일 심장마비로 세상 떠나 애도 메시지 이어져,배우 황찬호가 26일 심장마비로 별세해 애도를 이어가고 있다.,none,hate
악플의 밤 박성광 임송 매니저 악플로 고생하다 퇴사 미안해,박성광 임신부장과 악 night을 보낸 뒤 퇴근해서 죄송합니다.,none,hate
SBS 고현정 교체 검토중 수목극 리턴 파행,SBS 고현정의 수목극 역전,none,none
정웅인 딸 삼윤이 5년만 폭풍성장 놀이기구 몇개 타지도 못했었는데,정웅인의 딸 삼윤씨는 5년 만에 폭풍이 불어나는 장난감을 몇 년 동안 처음 타지 않았다.,others,hate
국가부도의날 내부자들 꺾고 역대 11월 한영화 최고 오프닝,지난 11월 한국영화 개봉 최고치를 기록하며 전국 파산 당일 내부자들을 제치고 있다.,others,hate
골목식당 백종원 원테이블에 솔루션 좋아하는 일 해라,원테이블 골목식당 백종원에게 최선의 해결책을 다한다.,none,hate
구하라 23일만에 다시 웃었다 잘 지내고 있어요 응원물결,구하라가 23일 만에 다시 미소를 지었다. 나는 잘 지내고 있다 응원의 물결,none,hate
안재현 측 구혜선 상대 이혼 소송 제기 정준영 절친 루머도 바로잡겠다.,안재현이 구혜선을 상대로 이혼소송을 제기한 정준영의 절친 소문도 바로잡을 예정이다.,gender,hate
불후 멜로망스 감미로운 목소리 첫 출연에 최종 승,여파에서 달콤한 목소리의 첫 모습에서 최종 우승,none,none
차세찌 한채아 달콤한 키즈카페 데이트 커플운동화,달콤한 아이들 카페 커플 운동화,none,none
박은혜 결혼 11년 만에 협의 이혼 쌍둥이 아들 양육,박은혜가 11년 만에 이혼한 쌍둥이 아들,others,hate
180cm 괴어 영접 전설의 빅피쉬 아마존 그랜드슬램 대성공,180cm 괴물 접견 전설의 대성공,none,none
