중관계자 판빙빙 조사받고 귀가한 지 한참 됐다.,무슨상관이냐고 기자양반ㅠ,none,none,중간 간부 판빙빙의 조사를 받고 귀국한 지 오래다.,"그게 왜 중요하죠, 기자님?"
안경 벗으면 차은우야 한끼줍쇼 이경규 성형 수술 후 자신감,경규옹이 저 맥락에서 비교 대상을 차은우로 한건 그만큼 차은우를 대표적인 미남이라고 생각한다는 방증이지,none,none,차은우야 안경 벗으면 밥 먹자! 성형수술 후 이경규의 자신감.,그런 맥락에서 경규옹이 차은우와 비교한 것은 그가 차은우를 대표적인 미남으로 생각하고 있다는 방증이다.
누구냐 말도 안돼 신동 31kg 감량 성공 아이돌st 증명사진 공개,살빼니까 왜케 느끼하지ㅋㅋ,none,none,누구세요? 신동이가 31kg을 감량하다니. 증명사진 공개.,왜 이렇게 기름진 체중 감량 후에 느끼는가?
11일 정상녹화 나혼자산다 전현무 한혜진 빠진 후폭풍 극복할까,장도연 양세형 추가 투입 케미 좋아요 나래와 좋아요,none,none,전현무와 한혜진이 11일 정상녹화의 후폭풍을 이겨낼 수 있을까.,장 Doyeon과 양 Sehyung의 화학 좋다.나래와 나는 좋다.
전지현 4년 만에 스크린 컴백 가시권 최동훈 감독 신작 마지막 조율,류준열 좀 그만....,none,hate,"전지현의 스크린 컴백 4년, 최동훈의 마지막 코디.","류준열, 그만..."
키스신 보고 맥주 드링킹 김소연 이상우 알콩달콩 럽스타그램,연기라고해도 그거 정말 남편 입장에서 굉장한 트라우마지..,none,none,키스신을 보고 나서 맥주를 마신다. 이상우 님 사랑스런 도비 인스타그램.,연기라고 해도 남편 입장에서는 그게 큰 트라우마다.
안재현 구혜선 측 여러 문제로 결혼 생활 유지 불가 상의 끝 이혼 결정,여자가 나이 많으면 이혼율 높은거 RG?,gender,hate,안재현과 구혜선은 여러 가지 문제로 결혼 생활이 유지되지 않자 이혼을 결정했다.,"여자가 나이가 많으면 이혼율이 높아요, 알죠?"
아육대 측 츄 머리카락 잡은 무례 범해 사과문 사칭 공식 사과,헐.......난 금주의 가수왕...뭐 이런것 처럼 이달의 소녀도 뭘 뽑는건줄 알았네...그룹이름이 이달의 소녀?? ㅋㅋ,none,hate,추의 머리카락을 집는 데 아이돌 스타 육상 선수권 대회 공식 사과다.,"와, 이번 주 최고의 가수왕이야이렇게 LOONA가 뭔가 뽑을 줄 알았어요.그룹 이름이 LOONA야? ㅋㅋ"
박한별 남편 실명공개 유인석 경찰총장과 직접적 관계 확인,이혼을 하더라도 박한별 직업은 연예인이고 먹고살아야하는데 방송에도 나오지말라하는건 너무한일아닌가요. 본인들 인생아니라고..,none,none,박한별 남편의 실명을 폭로하는 유인석 경찰서장과의 직접적인 인연을 확인한다.,이혼을 해도 박한별의 직업은 연예인이고 먹고 살아야 하는데 방송에 출연하지 말라고 하는 건 무리 아닌가요? 네 인생이 아니라...
BTS 뷔 폭풍 친화력 어디까지 이순재부터 할리우드 배우까지 다양,친화력보단 급식시절에 찐따취급당해서 어떻게든 인맥쌓고 싶어하는거 같은데 그게 습관돼서,others,hate,BTS 5세의 사회적 기술 리 Soonjae 할리우드 배우들에게 이르기까지 다양하다.,사교적이기보다는 학교 점심시간에 괴짜 취급을 받고 싶은 생각이 들지만 그게 습관이 된 것 같아.
미우새 김종국 홍진영 수영장 데이트에 최고 시청률 20 7,유명인은 결혼 하다가 이혼하면 재상 반띵 해줘야 하는뎅..그냥 혼자 살면서 20대초 모델이나 레이싱걸들 따먹으면서 사는게 훨 낫지..,gender,hate,미우새 김종국 홍진영의 수영장 데이트 시청률이 207로 가장 높다.,연예인은 결혼하면서 이혼하면 반액 받아야 해.혼자 살면서 20대 초반의 모델이나 레이싱 걸을 따내는 게 훨씬 낫다.
저 아니에요 최은경 신종 코로나 확진자 루머 직접 해명,몰랏쪄요 관심읍서서^^,none,none,"내가 아니야. 최은경, COVID-19 확진자 루머에 대해 설명해 주세요.",몰랐네 ^^
복면가왕 이미쉘 이현경 나영 주병진 반전 존재감,성질드러운깜둥이년나왓네 이년이 성격만좋앗으면 제1의 한현민이엇을건데,gender,hate,"복면가왕 이미셸, 이현경, 나영, 주병진. 예상치 못한 존재.",만약 그녀가 성격이 좋았다면 그녀는 첫 번째 한현민이 되었을 것입니다.
연예가중계 이지혜 현재 임신중 최초 공개,명수형 라디오에서 공개하시지...ㅜㅜ,none,none,반면 임신한 엔터테인먼트 위클리 리 지혜 처음 들어이다.,L의 라디오에서 공개했어야죠ㅜㅜ
한 방송 겸업 서동주 미 변호사 계속 할 것 얼마나 고생했는데,얘는 먼데 방송한다고 난리??? 고쳐도 서세원이야,none,hate,서동주 미국 변호사는 정말 열심히 일했습니다.,멀리 있는데 방송한다고 난리야? 내가 고쳐도 세원이야.
아시아의 호랑이 류준열 권혁수 아시안게임 축구 金에 감격,아니 돈도 많을텐데 온라인에서 말고 직접 가서 응원좀 하던지...난 정말 경비만 있었음 가서 일정대로 따라 다니며 응원하고 싶던데....,none,none,아시아 호랑이 류준열과 권혁수가 아시안게임에서 축구를 하며 감격스러워하고 있다.,"돈은 많겠지만 온라인은 아니겠지만, 가서 응원해.보안만 있다면 일정대로 당신을 응원하고 싶었다."
20억은 와전 마이크로닷 큰아버지도 보증빚 공소시효 남았다.,당시 신재호 나이 5살이었는데 5살짜리가 사기혐의에 적극적으로 개입한거 아니면 법적으로 마닷이 책임질 일은 없다 . ㅎ,none,none,마이크로닷 삼촌에게도 보증채무 공소시효 20억원이 남았다.,"당시 신재호 씨의 나이는 다섯 살이었지만, 다섯 살짜리가 사기 혐의에 적극적으로 개입하지 않는 한 법적 책임은 없다. ㅎ"
공복자들 이수진 치과의사 51세 큰딸 18세 믿기힘든 동안미모,쓰레기 뉴스임.,none,hate,"배 고픈 이 대통령은 민수도, 치과 의사, 51살, 첫째 딸, 18, 놀라운 젊게 보이다.",쓰레기 같은 소식이다.
할리우드 1세대 오순택 별세 편히 잠드소서 추모 물결,삼가 고인의 명복을 빕니다.,none,none,"""할리우드의 1세대 오순택, 편히 잠드소서."" 추모 물결.",삼가 고인의 명복을 빕니다.
주진모 향한 조롱 위기 극복 할까,장제원 아들 가릴려고 별짓 다한다 ㅋㅋㅋㅋㅋ,none,none,우리는 Jinmo에 대한를 조롱하는 위기를 극복할까요?,장제원은 아들을 감싸기 위해 모든 것을 하고 있다. ㅋㅋㅋ
강한나 오혜원 연극 관람 태도 논란 릴레이 사과 매너 숙지하고 반성,강한나는 좋은기사 올라온게 거의 없네..,none,none,극을 보는 강한나와 오혜원의 모습이 담겼다. 사과하다 자신을 익히고 반성하세요.,강한나는 좋은 기사가 하나도 없었다.
연락두절 오달수 미국행 조근현 성추문 언제쯤 입 열까,오달수 조재현은 인기 많으니까 좀 봐주자~ 달수형님 안나오는 영화 재미없다~,others,none,"터치 오 Dal-soo 중에서, 그는 미국으로 조 씨 Geun-hyun의 성 추문 사건을 문 여나요?",Oh Dalsu랑 Jo Jae Hyun이 인기가 많으니까 그냥 넘어가세요. 안 나오는 영화는 재미가 없어요.
미우새 배기성 12세 연하 아내 세계 음식 대접 금손 자랑,여자는 얼굴보다 요리실력. 근데 얼굴도 이쁘심.,gender,none,12살 연하의 배기성 할머니가 세계 음식을 대접하는 황금손 솜씨를 뽐내고 있다.,여자들의 요리 실력은 얼굴보다 낫습니다. 하지만 그녀의 얼굴도 예뻐요.
디스패치 측 장나라 김남길 결혼 기사 보도NO 조작된 것,뭔;; 김남길 김아중하고 사귐,none,none,디스패치의 장나라는 김 남 길 결혼 기사 보고 조작된 것이었다.,"뭐야, 김남길이랑 김아중이랑 사귀는 거."
2번 폭로 2번 사과 의료사고 한예슬의 고통 vs차병원의 약속,본인 본업에나 충실하지죠 모델 한예슬씨.,none,none,2. 노출. 2. 사과. 의료 사고. 한예슬의 아픔 vs. 차병원 공약.,그는 자기 일에 충실하다. 모델 한예슬.
너무 사랑하고 아낀다 비 김태희 둘째 임신까지 사랑꾼 부부,세븐걸린거 넌잘피해갓지. ㅋ다 그놈이그놈인데,gender,hate,"비와 김태희 당신을 많이 사랑하고 아껴요. 심지어 두 번째 임신도, 서로 사랑했던 커플.",7을 피하는 거 잘 하잖아요.이게 다 할로우.그는 저 남자.
동상이몽2 추자현 우효광 아기 돌 결혼식 함께 눈물의 결혼식 예고,팬을 투명인간 취급하는데도 아직도 빨아대는 사람들이 있네 근본이 노예라 당해야 안심이 되는거냐? 아님 개돼지라 다 잊은거냐?,others,hate,"동상이몽2 추자현, 우혁왕 아기 아이돌 결혼식. 눈물을 흘리며 결혼 소식을 알립니다.",선풍기를 투명인간 취급하고도 빨아먹는 사람들이 여전히 있다. 그들이 노예라 안심되세요? 아니면 돼지라서 다 잊은 거야?
소속사서 퇴출 현아 이던 열애 인정이 불러온 후폭풍,칼같이 처리하는거 맘에드네 저런애들 달고다녀봐야 주변사람만 피곤하지,none,hate,현아의 로맨틱한 관계의 여파.,나는 네가 바로 그들을 돌보는 방식이 좋아. 주변 사람들만 피곤할 수 있도록 들고 다녀야 합니다.
조인성 5년 전만 해도 교만 행복 뭔지 깨달았다.,자세히 보면 미남은 아니다,none,none,조인성이 자존심 행복 5년 전에 깨달았다.,자세히 보면 잘생기지 않았어요.
그것이 알고싶다 고김성재 편 방송 불가 명예훼손 우려,20년이 넘었다 부모는 속이 타고 억울하겠지만 이젠 묻어둬야지 그렇다면 억울하게 죽은 사람이 얼마나 많을까? 30년 지난 화성사건은 피해가족들은?그땐 가해자도 되었지만 시간이 지난 오늘은 피해자가 될수있다,none,hate,우리는 그것이 무엇인지 알고 싶습니다. 故 김성재 편은 방송이 안 되고 명예훼손이 우려된다.,"20년이 넘었어요. 부모님들은 답답하실 텐데, 이제 매장해야 하는데 억울하게 돌아가신 분들이 몇 분이나 되시나요? 30년 전 화성 사건의 희생자들은 어떤가요?범인이었을 수도 있지만 시간이 좀 흐른 뒤 오늘 피해자가 될 수도 있습니다"
나혼자산다 LA여행 중 한혜진 전현무 비밀연애 포착,여자들은 왜 똥싸면서 스마트폰으로 페북을보나요?,gender,hate,한 혜진 LA여행 중에 전 씨 Hyun-moo의 비밀 관계를 잡았다.,반면 pooing 왜 여성들은 스마트 폰에 페이스북을 보니?
태양 다시 만나요 청성부대 앞 배웅 팬들 운집,잘 다녀오는데. 아마 머리는 들어가면 다시 밀어야할 거다..,none,hate,"다음에 또 봐요, 태양 씨. 청성부대 앞 배웅 장소에서 만나요.",조심히 가고 있어요. 머리카락이 들어가면 다시 면도해야 할 것 같아요.
폭행 상처 동영상 구하라 진흙탕 싸움 조짐,남자가 얼마나 속상했으면 저럴까... 같은 잘생기고 멋진 남자로서 이해한다,gender,none,폭행과 상처의 비디오 찾기.진흙 싸움의 징후는.,남자가 얼마나 속상했을지... 나는 잘생기고 멋진 남자로 이해해요.
오달수 다 내 잘못 A씨 엄지영 변명 같지만 사과받아,계집이란 어차피 사내의 손을 타게되는것을.. 그리고 사내로 태어나서 계집질도 하는거지. 계집년 한두명때문에 대한민국 영화계 거물하나가 또 사라지는구나!,gender,hate,"오 달수야, 다 내 잘못이야. 그것은 A씨의 엄지손가락에 대한 변명처럼 들린다. 내 사과를 받아줘.",어차피 여자는 남자의 손을 타고... 그리고 나는 남자로 태어나 여자로 연기했어요. 한 두 명의 여성 영화 거물들이 다시 사라지고 있습니다!
양세종 측 필로폰 투약 배우 양씨 아냐 현재 드라마 촬영 중,양배추 아닌가,none,none,양세종의 필로폰 투약 배우 양씨. 그는 지금 드라마 촬영을 하고 있습니다.,양배추 아니에요?
고설리 부재 하에 지속 어려워 악플의밤 측이 폐지를 결정한 이유,설리 ㅉㅉㅉ,none,hate,악플의 밤이 폐지를 결정한 이유는 고설이 없는 상황에서 지속이 어려웠기 때문이다.,sulli 설리ㅉㅉ.
박유천 추정 SNS 박유천 맞았다 출소 4일만 개설 팔로잉은 박유환 뿐,어차피 별로 반성하고싶은맘 없는듯..며칠전에도 팬들이 선물보내줬다고 잔뜩쌓아놓고 인증하던데 ㅋㅋㅋ저놈은그냥 구제불능,none,hate,박유천이 추정한 SNS는 박유천이었다. 그는 4일 동안만 석방되었다. 팔로워는 박유환이 유일하다.,나는 정말 반성하고 싶지 않은 것 같아.며칠 전 팬분들이 선물을 많이 쌓아서 증명해주셨다. 그는 그냥 가망이 없다.
하나뿐인 내편 유이 vs 윤진이 맞붙었다 32 6 로 자체 최고,윤진이 머리길면. 완전 짱인데,none,none,나의 하나뿐인 Yui 대 Yunjin의 대결. 326은 그 자체로 최고입니다.,윤진이가 머리가 길 때. 최고입니다
이용진 향한 자이언트 핑크의 공개고백 팬심인 걸로,나라면 자핑이랑 사귐,none,none,이 대통령은 용진에게 자이언트 핑크의 공개적인 자백.,"내가 너라면, 나는 자핑과 데이트할 거야."
일억개의 별 서인국 정소민 처음부터 마지막까지 함께였다.,이럴줄알았다 드라마시작되기전에는 그렇게 군대얘기하더니 끝날때되니까 호평밖에없네정상적으로 군대가는남자들만 바보만드네이게 개돼지와 다를게뭐냐,none,hate,1억 스타의 멤버 정소민이 처음부터 끝까지 함께했다.,"이럴 줄 알았어. 드라마 시작하기 전에 군대 얘기하셨는데, 끝나고 나니 호평만 나오네요. 보통 군대에 가는 남자들만 바보가 됩니다. 개와 다른 점은 무엇인가요?"
대본 찢어온 김혜자 이병헌 이민정 감사 눈부신 말말말,정우성 대박 너무 너무 행복했어요,none,none,"김 혜자, 리 Byunghun, 이 대통령은 민정이는, 당신은 당신의 훌륭한 말을. 감사합니다.",정우성 대박. 나는 너무 행복했다.
산이 SBS 뉴스에 경고 마녀사냥 적당히 해 법적대응할 것,네생각이 맞고 사람들에게 네이론을 주장하고 사회도 바꾸고 싶고...입으로 바꿀려고 하지말고 차라리봉사활동이나 하지 그러니?시간도 많은거 같은데 그게더 설득력있어보여,none,hate,SBS뉴스에 산의 경고.사냥 마녀라.법적 대응.,"네가 옳다고 생각하는 것과 네가 니론을 고집하고 사회를 바꾸고 싶은 것은...입으로 바꾸려고 하지 말고 봉사활동을 하는 게 어때?시간은 많을 것 같은데, 그게 더 설득력 있는 것 같아."
이던 계약해지 43kg 체중 현아의 모든 것이 핫이슈,여자들은 반성해라 60넘는 돼지들이여,gender,hate,E'Dawn은 계약을 해지했다. 43kg. 체중 현아의 모든 것이 화제입니다.,"얘들아, 반성해. 이 돼지들은 60살 이상이야"
현아 이던 열애공개 독됐나 트리플H 스케줄 전면취소,"남들과 다른 통장들고, 사생활은 평범하고 싶다....연예인으로 살겠다고 마음먹고 연습생 시작한 그순간부터 평범한 삶은 포기해야겠다는 생각 못해봤나요?",none,none,현아의 이던 사랑 공개. 읽혔어? 트리플 H의 스케줄이 취소되었습니다.,"나는 남들과 다른 은행 계좌를 갖고 싶고, 내 사생활은 평범해. 당신은 연습생이 된 순간부터 평범한 삶을 포기해야 한다는 생각을 해본 적이 있나요?"
전참시 첫 MT 이영자 맛집에 환호 논란 강현석은 통편집,강현석이 잘못했지만 친구도 잘한거 하나없다,none,none,강현석이 이영자의 첫 엠티 레스토랑 응원 논란에 휩싸였다.,그것은 일신의 허물이었으나 그의 친구 잘 아무것도 못 했습니다.
신과함께2 이정재 염라언니 내가 이런 역할까지 하다니,니 아부지가 염라언니였어 ㅍㅎㅎ,none,none,"제가 '신과함께2'에서 이정재, 염라 역을 맡았다니 믿기지 않아요.",네 아빠는 염라 언니였어.
사실무근 SKY캐슬 측 위올라이 표절설 부인 여전히 핫,비슷하긴 한데 너무 재밌어서 그건 관심도 없다 ㅋ 언능 토요일이여 오라!!,none,none,표절의 스카이 캐슬의 아내도 여전히 덥다.,비슷하지만 너무 재밌어서 신경 안 써 K: 토요일에 와!
조우종 프리 4년만에 친정 KBS 복귀 FM대행진 새DJ 됐다.,fm대행진은 kbs아나운서들만 하는줄알았는데..,none,none,조 씨 Woo-jong가 된 새로운 DJ4년 만에 그의 전 KBS복귀 FM사에 대하다.,FM 요원은 KBS 아나운서만 하는 줄 알았는데.
알함브라궁전의 추억 현빈 말없이 그라나다 떠났다 박신혜 폭풍눈물,남친보다 재미없나 시쳥률이 7%대 주말편성까지 좋은데 얘네는 남친 머리채 안잡으면 안되던데 아직까지 결과는 남친이군,none,none,알함브라 궁전의 추억. 현빈이는 아무 말도 없이 그라나다를 떠났습니다. 박신혜의 폭풍 눈물.,네 남자친구만큼 재미있지 않아. 주말에는 촬영률이 7% 정도인데 남자 친구의 머리를 잡아줘야 해요. 결과는 당신의 남자친구입니다.
AOA 지민 앙상한 몸매 건강이상설 직접 해명 건강합니다.,"본인은 건강하다 하겠지~기초체력 테스트 한번 해볼까?근육량 미달에,저체중에,저혈압에,팔굽혀펴기 1개는 제대로 합니까?",others,hate,AOA 지민의 마른 몸매가 좋습니다.,"건강하다고 할 거야기초체력검사를 받아야 하나요?당신은 근육량, 저체중, 저혈압, 그리고 팔굽혀펴기를 제대로 하나요?"
정글의법칙 조작의혹 강력 조치 이열음 보호 약속,김병만씨가 제일 불쌍하내요,none,none,정글의 법칙의 조작에 대한 강력한 조치이다.약속해 소리를 보호한다.,김병만 씨가 제일 불쌍해요.
송지아 어느새 엄마 옷 자주 입는 숙녀 문득 잘 커준 네가 고마워,지아는 어린 아이일때도 차분하고 성숙하더니 가정사 시끄러웠어도 그대로 잘큰듯~ 엄마에겐 딸이 평생친구인데 얼마나 이쁠까^^~,none,none,"송 Jiah, 잘 종종 엄마의 옷을 입은 숙녀로 자라면서 감사합니다.","지아는 어린 시절에도 침착하고 의젓했으며, 가족이 시끄러워도 잘 자랐다. 딸이 엄마의 평생 친구라면 얼마나 예쁠까 ^^~"
주상욱 차예련 딸과 함께 행복한 가족사진 눈에서 꿀이 뚝뚝,차예련 정말 예쁘다고 생각했는데 미우새에 나온거보니까 머리스타일 문제인지; 드라마에서 봤던 내가 아는모습과 뭔가 묘하게 덜 이뻐보이는것 같던데,none,none,"주상욱, 차예련 딸과 행복한 가족사진이 펼쳐졌다. 그녀의 눈에서 꿀이 뚝뚝 떨어졌어요.",차예련이 정말 예쁘다고 생각했는데 헤어스타일 때문인지 드라마에서 제가 아는 것보다 이상하게 덜 예뻐 보였던 것 같다.
골목식당 신흥시장 변화 이끈 백종원의 진심,저는 원테이블 응원합니다.욕먹고 힘들어도 조언을 잘 받아들이고해내려는 모습이 아름다워요잘될겁니다. 화이팅!!,none,none,는 신흥 시장에서 골목 식당에서 변화를 이끌었어 백 종원이의 진실성이다.,저는 한 테이블 응원합니다.그녀는 힘들 때도 조언을 듣고 실천하려고 노력하는 모습이 아름답습니다.잘 될 거예요. 파이팅!
안재현과 이혼 갈등 구혜선 반려견과 여유로운 일상 공개 다시 시작,안재현 댓글부대 쩐다ㅋㅋ역시 소속사가 있어야대하나같이 논리적인말은 없고 구혜선 또라이라고 같은말만 도배 해놨네 댓글부대들 분발해 너무티나~~~~~~,others,hate,안재현과 이혼 갈등이 빚어지며 구혜선의 반려견과의 일상이 공개됐다.,"안재현 씨 댓글 유닛 대박이에요. 논리적인 코멘트는 없지만, 그녀는 그냥 미쳤다고 말하고 있어요. 댓글 유닛이 열심히 하는 게 티가 나요.~~~~"
박유천 마약 혐의 시인 추가자백 가족 보기 괴로워 풀려나고파,갑분싸 동정여론 뭐냐 ㅋㅋㅋㅋㅋㅋ 전국민을 기만한 놈인데 죽어도 싸지,others,hate,마약류 시인 박유천이 석방되고 싶은 것은 가족을 보고 싶은 마음이 굴뚝같기 때문이다.,갑분싸. 동정심은 뭐야? 그는 온 국민을 속인 장본인이다. 그는 죽어 마땅하다.
유병재 매니저 서로 말 안한지 2년 됐다 요즘 도티랑 일해 서먹,사이 안좋으면 안좋을 수도 있지 안 맞으면 다들 바뀌고 갈라서고 하는거 아님? 매니저 눈치봐야 돼? 일부러 갑질하는게 아니면 뭔 문제라고? 하고 왔는데 장난을 기사화?,none,hate,유병재 매니저가 이렇게 얘기를 나눈 지 2년이 됐다. 도티랑 같이 일해요,"만약 우리가 사이좋게 지내지 못한다면, 나쁠 수 있습니다. 우리가 잘 지내지 못하면 우리 모두 변하는 거 아니야? 매니저님 표정 읽어야 돼요? 일부러 갑질을 하지 않으면 무슨 문제가 있나요? 네. 장난 기사인가요?"
전현무 올해의 예능인상 더 겸손한 MBC 아들 될 것,한혜진은 상타며 전현무와 함께 하고 싶다던데 ᆢ전현무는 언급없네ᆢ그나저나 KBS 대상은 김제동 맞나?,none,hate,MBC엔터테인먼트는 전 씨가 현무 1미사일이 될 것이다 겸손한 아들이다.,한혜진이 상을 받아 전현무와 함께 하고 싶다고 밝혔다. 전현무에 대한 언급은 없다. 그런데 KBS 대상은 김제동 씨인가요?
